"ID","ClassName","LastEdited","Created","Title","Question","Description","AnswerFieldType","QuestionnaireID","SortOrder","TaskID"
287,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 10:10:19","Data Backup","Does your organisation provide data backup or archiving services as part of their standard service offering to protect against data loss or corruption?
","If not, do they offer data backup or archiving services as an additional service offering to protect against data loss and corruption?","action",0,67,6
288,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 10:10:58","Data Backup Information","How are data backup and archiving services provided?
","","input",0,68,6
289,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 10:11:31","Data Backup Schedule","Does the SLA specify the data backup schedule?
","","action",0,69,6
290,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 10:12:51","Data Restoration","What level of granularity does your organisation offer for data restoration?
","","input",0,70,6
291,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 10:13:40","Restoration Process","What is your organisation's process for initiating a restore?
","","input",0,71,6
292,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 10:14:21","Backup Testing","Does your organisation regularly perform test restores to ensure that data can be recovered from backup media?
","","action",0,72,6
293,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:35:18","Availability Performance","Does the SLA include an expected and minimum availability performance percentage over a clearly defined period?
","Availability may be affected by multiple factors, such as technical issues, faulty vendor hardware/software, facility issues (power loss) and deliberate attacks.
","action",0,73,6
294,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:36:50","Scheduled Outage","Does the SLA include defined, scheduled outage windows?
","","action",0,74,6
295,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:37:34","Maintenance Outages","If the SLA does NOT include defined, scheduled outage windows, has the service provider implemented technologies that enable them to perform maintenance activities without the need for an outage?
","","action",0,75,6
296,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:38:07","Compensation Clause","Does the SLA include a compensation clause for a breach of the guaranteed availability percentages?
","","action",0,76,6
297,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:38:48","DDOS Prevention","Does your organisation utilise protocols and technologies that can protect against DDoS attacks?
","","action",0,77,6
298,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:40:30","DDOS Prevention Jurisdication","If your organisation does use DDOS Protection, does enabling this affect the countries and jurisdictions where  the Agencies data will be processed and stored?
","","action",0,78,6
299,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:41:05","EDOS","Can the agency specify or configure resource usage limits to protect against EDoS/bill shock?
","","action",0,79,6
300,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:41:40","BCP and DR","Does your organisation have business continuity and disaster recovery plans?
","","action",0,80,6
301,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:42:16","BCP Review","Will your organisation permit the agency to review of its business continuity and disaster recovery plans?
","","action",0,81,6
302,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:43:04","Data Recovery","Do your organisation's plans cover the recovery of the agency data or only the restoration of the service?
","","action",0,82,6
303,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:43:57","Data Recovery Priority","If your organisation's plans cover the restoration of agency data, is the recovery of customer data prioritised?
","","action",0,83,6
304,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:44:56","Recovery Prioritisation Method","How? Are customers prioritised based on size and contract value?
","","input",0,84,6
305,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:46:54","BCP Testing","Does your organisation formally test its business continuity and disaster recovery plans on a regular basis?
","","action",0,85,6
306,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:47:28","BCP Test Frequency","If yes, how regularly are such tests performed?
","","input",0,86,6
307,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:48:11","BCP Test Reports","Will they provide customers with a copy of the associated reports?
","","action",0,87,6
308,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:48:49","Backup Encryption","Are the backups (whether performed by the service provider or the agency) encrypted using an approved encryption algorithm and appropriate key length?
","","action",0,88,6
309,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:49:30","Formal Incident Response","Does your organisation have a formal incident response and management process and plans that clearly define how they detect and respond to information security incidents?
","","action",0,89,6
310,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:50:07","Incident Response Plan","If yes, will they provide the agency with a copy of their process and plans to enable it to determine if they are sufficient?
","","action",0,90,6
311,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:50:58","Incident Response Tests","Does your organisation test and refine its incident response and management process and plans on a regular basis?
","","action",0,91,6
312,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:51:47","Incident Test Engagement","Does your organisation engage its customers when testing its incident response and management processes and plans?
","","action",0,92,6
313,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:52:27","Incident Response Training","Does your organisation provide its staff with appropriate training on incident response and management processes and plans to ensure that they respond to incidents in an effective and efficient manner?
","","action",0,93,6
314,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:53:38","Incident Support","Does the Terms of Service or SLA clearly define the support they will provide to the agency should an information security incident arise?

","","action",0,94,6
315,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:54:22","Customer Incident Notification","Does your organisation notify customers when an incident that may affect the security of their information or interconnected systems is detected or reported?
","","action",0,95,6
316,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:55:06","Incident Point of Contact","Does your organisation specify a point of contact and channel for customers to report suspected information security incidents?
","","action",0,96,6
317,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:55:48","Incident Roles and Responsibilities","Does your organisation define the roles and responsibilities of each party during an information security incident?
","","action",0,97,6
318,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:56:29","Incident Evidence","Does your organisation provide customers with access to evidence (e.g. time stamped audit logs and/or forensic snapshots of virtual machines etc.) to enable them to perform their own investigation of the incident?
","","action",0,98,6
319,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:57:10","Regulatory Assistance","Does your organisation provide sufficient information to enable the agency to cooperate effectively with an investigation by a regulatory body, such as the Privacy Commissioner or the Payment Card Industry Security Standards Council (PCI SSC)?
","","action",0,99,6
320,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:57:49","Recovery Responsibilities","Does your organisation define which party is responsible for the recovery of data and services after an information security incident has occurred?
","","action",0,100,6
321,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:58:33","Post Incident Reports","Does your organisation hare post incident reports with affected customers to enable them to understand the cause of the incident and make an informed decision about whether to continue using the cloud service?
","","action",0,101,6
322,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 11:59:15","Contract Limits and Insurance","Does your organisation specify in the contract limits and provisions for insurance, liability and indemnity for information security incidents? (Note: it is recommended that agencies carefully review liability and indemnity clauses for exclusions.)
","","action",0,102,6
323,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 12:02:44","Information","NZ Government - Cloud Risk Assessment","This questionnaire has been provided to you by the NZ Transport Agency on behalf of all Government Agencies. As your organisation has not previously been vetted by a NZ Government Agency, you are required to complete this questionnaire. Once complete and assessed, a copy of this questionnaire will be provided to the NZ Department of Internal Affairs and made available to all NZ Government Agencies. Your organisation should only have to ever complete this process once.

This questionnaire is designed to solicit information about potential risks to NZ Government Data and Agencies. Where possible, the solution will mark questions as not applicable when a previous answer covers that topic. If you see questions on the left with a blue icon, this means they have been assessed as not applicable.

All answers are mandatory, if you're being asked a question that is not applicable to your organisation or product, please write n/a in the field.","action",0,1,6
324,"NZTA\SDLT\Model\Question","2019-04-30 12:25:23","2019-04-30 12:24:58","Personal Information","Will your organisation store personal information?","Personal information is defined as items such as name, address, email, date of birth etc.","action",0,16,6
325,"NZTA\SDLT\Model\Question","2019-05-03 10:51:54","2019-04-30 13:46:48","Completed Document","Please provide a link to the completed Privacy Threshold Assessment","Please provide a link to the completed Privacy Threshold Assessment. Please ensure this document is stored in the Agency's document management system, and is accessible to Cyber Security staff.","input",0,2,40
326,"NZTA\SDLT\Model\Question","2020-03-05 10:19:59","2019-05-03 09:40:25","Information","Privacy Threshold Assessment","<p>A Privacy Threshold Assessment (PTA) is a practical tool to help project teams to avoid unnecessary risks to individuals. The purpose of this document is:</p><ul><li>to show decision-makers how your project will collect, keep, use, and disclose personal information about individuals, so they can make a call on what to do</li>
<li>to identify any genuine risks to privacy and note how serious those risks are</li>
<li>to identify how those risks can be mitigated, for example by making choices about design or implementation</li>
<li>to help the Agency to consider whether a full privacy impact assessment (“PIA”) is needed.</li>
</ul><p>You can find a copy of the Agency's Privacy Threshold Assessment document at: https://infohub.transporthub.govt.nz/otcs/cs.dll/link/37300080 Please complete a copy of this document, upload it to the document management system and provide the link as the response to the following question.</p><p><strong>Note: </strong>This task will display as ""Waiting for approval"" when you complete it. The SDLT will contact the Privacy Officers to review your submission and approve the Privacy Threshold Assessment. All tasks that require approval will need to be approved before your entire submission can be submitted for approval.</p><p>&nbsp;</p>","action",0,1,40
327,"NZTA\SDLT\Model\Question","2019-05-03 10:09:01","2019-05-03 09:47:41","Information","Information Classification","The New Zealand Government Security Classification System protects official information through a series of security measures. Once in place, these measures apply to anyone with access to official information. Information Classification is a mandatory requirement for all New Zealand Government Agencies.

The SDLT will ask you to describe the information you are classifying, then a series of questions about that information. Based on the information and answers provided, the SDLT will generate an Information Classification for you. This classification will be generated with an audit of why it has been classified like this.

For more information about Information Classification, please visit: https://www.digital.govt.nz/","action",0,0,4
328,"NZTA\SDLT\Model\Question","2019-05-03 10:13:27","2019-05-03 10:13:04","Information","Security Risk Assessment (SRA)","This product requires the completion of a Security Risk Assessment in line with the Agency's Risk Assessment Framework.

Please use the Security Risk Assessment Template found at:
https://infohub.example.co.nz/otcs/cs.dll?func=ll&objaction=overview&objid=34990724

If you need assistance in completing the SRA. Please email the Security Architects (security.architects@example.co.nz).
","action",0,0,28
329,"NZTA\SDLT\Model\Question","2020-06-12 14:40:31","2019-05-03 10:15:51","Information","NZ Government - Cloud Risk Assessment","<p>All NZ Government Agencies are required to complete a Cloud Risk Assessment. Once complete and assessed, a copy of this assessment will be provided to the NZ Department of Internal Affairs and made available to all NZ Government Agencies. Each external organisation should only have to ever complete this process once.</p><p>This assessment is designed to solicit information about potential risks to NZ Government Data and Agencies. If the vendor in question has not completed an assessment before, a new GCIO105 Vendor task will be created on completion of this task. The GCIO105 vendor task will have a secure link that is emailed to you. You will have instructions to forward this link to the external vendor completion of the questionnaire. If you have any questions about this process, please contact the Security Architects via email at security.architects@example.co.nz</p>","action",0,0,0
330,"NZTA\SDLT\Model\Question","2019-05-03 10:20:14","2019-05-03 10:19:45","Information","Initial Risk Assessment","Note: Results of this task will NOT be stored by the SDLT.","action",0,0,10
331,"NZTA\SDLT\Model\Question","2019-05-03 10:38:19","2019-05-03 10:27:48","Information","Control Validation Audit (CVA)","The control validation audit is done to ensure security controls assigned to your project, or applicable given the functionality deployed, have been implemented.

As your product is being managed through JIRA, this task will ask you to attest that all of the JIRA tickets created by the SDLT have been implemented and closed. During the approval process, this attestation will be validated by a Security Architect. Please be aware that you are making a formal attestation to implementing all of the required security controls.

If you have any questions or concerns about this. Please contact the Security Architects via email at security.architects@example.co.nz.","action",0,0,11
332,"NZTA\SDLT\Model\Question","2020-03-02 12:13:48","2019-05-03 10:44:28","Information","Payment Card Industry - Data Security Standards (PCI-DSS)","<p>The Transport Agency is required to maintain compliance with the Payment Card Industry - Data Security Standards (PCI-DSS) as determined by VISA and our Merchant bank. Any systems the Transport Agency uses, developers, implements or purchases must not compromise our compliance standing.</p><p>PYou have identified that the product being evaluated processes credit card payment on behalf of the Agency. This means that the Agency requires the organisation to provide evidence of current PCI-DSS compliance. Organisations that process credit card payments, but cannot provide evidence of PCI-DSS compliance, will not be able to do business with the Agency. If you have concerns or questions about this, please contact the Security Architects via email at security.architects@example.co.nz</p>","action",0,0,17
333,"NZTA\SDLT\Model\Question","2019-05-03 11:08:19","2019-05-03 11:04:09","Business Owner","Who is the Agency business owner of the information?","","input",0,1,7
334,"NZTA\SDLT\Model\Question","2019-05-03 11:08:19","2019-05-03 11:04:42","Business Processes","What are the business processes that are supported by the information?","","input",0,2,7
335,"NZTA\SDLT\Model\Question","2019-05-03 11:08:15","2019-05-03 11:05:06","Information Classification","What is the security classification of the information based on the NZ government guidelines for protection of official information?","","input",0,3,7
336,"NZTA\SDLT\Model\Question","2019-05-03 11:08:15","2019-05-03 11:05:31","Confidentiality Concerns","Are there any specific concerns related to the confidentiality of the information that will be stored or processed by the cloud service?
","","action",0,4,7
337,"NZTA\SDLT\Model\Question","2019-05-03 11:08:15","2019-05-03 11:06:02","Personal Information","Does the data include any personal information (personality identifiable information)?
","","action",0,5,7
338,"NZTA\SDLT\Model\Question","2019-05-03 11:08:15","2019-05-03 11:06:21","Users","Who are the users of the information?
","","input",0,6,7
339,"NZTA\SDLT\Model\Question","2019-05-03 11:08:15","2019-05-03 11:06:43","User Permissions","What permissions do the users require to the information? (i.e. read, write, modify and/or delete)
","","input",0,7,7
340,"NZTA\SDLT\Model\Question","2019-05-03 11:08:15","2019-05-03 11:07:05","Legislation","What legislation applies to the information? (e.g. Privacy Act 1993, Official Information Act 1982, Public Records Act 2005)
","","input",0,8,7
341,"NZTA\SDLT\Model\Question","2019-05-03 11:08:15","2019-05-03 11:07:31","Contractual Obligations","What contractual obligations apply to the information? (e.g. Payment Card Industry Data Security Standard (PCI DSS))
","","input",0,9,7
342,"NZTA\SDLT\Model\Question","2019-05-03 11:08:15","2019-05-03 11:07:59","Disclosure Impacts","What would the impact on the business be if the information was disclosed in an unauthorised manner?
","","input",0,10,7
343,"NZTA\SDLT\Model\Question","2019-05-03 11:08:47","2019-05-03 11:08:31","Integrity Impacts","What would the impact on the business be if the integrity of the information was compromised?
","","input",0,11,7
344,"NZTA\SDLT\Model\Question","2019-05-03 11:09:48","2019-05-03 11:09:36","Incident Response Plan","Does the agency have incident response and management plans in place to minimise the impact of an unauthorised disclosure?
","","action",0,12,7
345,"NZTA\SDLT\Model\Question","2019-05-03 11:10:45","2019-05-03 11:10:06","Unavailability Impacts","What would the impact on the business be if the information were unavailable?
","","input",0,13,7
346,"NZTA\SDLT\Model\Question","2019-05-03 11:11:14","2019-05-03 11:10:33","Data Loss Threshold","What is the maximum amount of data loss that can be tolerated after a disruption has occurred?
","","input",0,14,7
347,"NZTA\SDLT\Model\Question","2019-05-03 11:11:14","2019-05-03 11:11:01","Service Level Threshold","What is the maximum period of time before which the minimum levels of services must be restored after a disruption has occurred?
","","input",0,15,7
348,"NZTA\SDLT\Model\Question","2019-05-03 11:11:46","2019-05-03 11:11:33","Business Objective Threshold","What is the maximum period of time before which the full service must be restored to avoid permanently compromising the business objectives?
","","input",0,16,7
349,"NZTA\SDLT\Model\Question","2019-05-03 11:32:28","2019-05-03 11:12:27","International Data Laws","Have the laws of the country or countries where the data will be stored and processed been reviewed to assess how they could affect the security and/or privacy of the information?
","","action",0,17,7
350,"NZTA\SDLT\Model\Question","2019-05-03 11:32:28","2019-05-03 11:12:56","Law Applicability","Do the laws actually apply to the service provider and/or its customer’s information? (e.g. some privacy laws exempt certain types of businesses or do not apply to the personal information of foreigners.)
","","action",0,18,7
351,"NZTA\SDLT\Model\Question","2019-05-03 11:32:28","2019-05-03 11:13:24","Privacy Protection","Do the applicable privacy laws provide an equivalent, or stronger, level of protection than the Privacy Act 1993?
","","action",0,19,7
352,"NZTA\SDLT\Model\Question","2019-05-03 11:32:28","2019-05-03 11:14:16","Personal Information Storage","Does the data that will be stored and processed by the cloud service include personal information as defined in the Privacy Act 1993? ","","action",0,20,7
353,"NZTA\SDLT\Model\Question","2019-05-03 11:32:28","2019-05-03 11:14:59","Privacy Policy Alignment","Is the service provider's privacy policy consistent with the agency’s business requirements?
","","action",0,21,7
354,"NZTA\SDLT\Model\Question","2019-05-03 11:32:28","2019-05-03 11:15:33","Unauthorised Data Access","Does service provider notification of unauthorised customer data access or disclosure include providing sufficient information to support cooperation with an investigation by the Privacy Commissioner?
","","action",0,22,7
355,"NZTA\SDLT\Model\Question","2019-05-03 11:32:28","2019-05-03 11:16:05","Additional Assurance Activities ","What additional assurance activities must be performed to complete the certification and accreditation of the cloud service?
","","input",0,23,7
356,"NZTA\SDLT\Model\Question","2019-05-03 11:32:28","2019-05-03 11:17:51","Identity Management Strategy","Does the agency have an identity management strategy that supports the adoption of cloud services?
","","action",0,24,7
357,"NZTA\SDLT\Model\Question","2019-05-03 11:32:28","2019-05-03 11:18:45","User Lifecycle","Is there an effective internal process that ensures that identities are managed and protected throughout their lifecycle?
","","action",0,25,7
358,"NZTA\SDLT\Model\Question","2019-05-03 11:32:28","2019-05-03 11:19:29","User Auditing","Is there an effective audit process that is actioned at regular intervals to ensure that user accounts are appropriately managed and protected?
","","action",0,26,7
359,"NZTA\SDLT\Model\Question","2019-05-03 11:32:28","2019-05-03 11:20:20","Ubiquitous Access Controls","Have the controls required to manage the risks associated with the ubiquitous access provided by the cloud been identified?","","action",0,27,7
360,"NZTA\SDLT\Model\Question","2019-05-03 11:32:28","2019-05-03 11:21:31","Ubiquitous Access Control Validation","Does the cloud service meet those control requirements?
","","action",0,28,7
361,"NZTA\SDLT\Model\Question","2019-05-03 11:32:28","2019-05-03 11:22:12","Password Encryption","Are all passwords encrypted, especially system/service administrators, in accordance with NZISM complexity requirements?
","","action",0,29,7
362,"NZTA\SDLT\Model\Question","2019-05-03 11:32:28","2019-05-03 11:23:01","Asserting Identity","Is there a higher level of assurance required that the party asserting an identity is the authorised user of the account when authenticating to the service? (I.e. is multi-factor authentication necessary?)","","action",0,30,7
363,"NZTA\SDLT\Model\Question","2019-05-03 11:32:28","2019-05-03 11:23:57","Customer Registration Assurance","Does your organisation's customer registration processes provide an appropriate level of assurance in line with the value, criticality and sensitivity of the information to be placed in the cloud service?","","action",0,31,7
364,"NZTA\SDLT\Model\Question","2019-05-03 11:32:28","2019-05-03 11:25:10","Standard Operating Environment","Are there appropriate build and hardening standards defined and documented for the service components the agency is responsible for managing?
","","action",0,32,7
365,"NZTA\SDLT\Model\Question","2019-05-03 11:32:28","2019-05-03 11:26:28","Agency Deployed Systems","Can the agency deploy operating systems and applications in accordance with internal build or hardening standards?
","","action",0,33,7
366,"NZTA\SDLT\Model\Question","2019-05-03 11:32:28","2019-05-03 11:27:56","System Patching","If the service provider is NOT responsible for patching all components that make up the cloud service, has the agency identified which components the service provider is responsible for and which it is responsible for?
","","action",0,34,7
367,"NZTA\SDLT\Model\Question","2019-05-03 11:32:28","2019-05-03 11:28:33","Patch Management Process","Does the agency currently have an effective patch and vulnerability management process?
","","action",0,35,7
368,"NZTA\SDLT\Model\Question","2019-05-03 11:32:28","2019-05-03 11:29:22","Patch Management Enrollment","Has the agency ensured that all of the components that it is responsible for have been incorporated into its patch and vulnerability management process?
","","action",0,36,7
369,"NZTA\SDLT\Model\Question","2019-05-03 11:32:28","2019-05-03 11:29:54","Patch Monitoring","Is the agency subscribed to, or monitoring, appropriate sources for vulnerability and patch alerts for the components that it is are responsible for?
","","action",0,37,7
370,"NZTA\SDLT\Model\Question","2019-05-03 11:32:28","2019-05-03 11:30:25","SLA Compensation","If the Terms of Service or SLA includes compensation clause for breaches caused by vulnerabilities in the service, does it provide an adequate level of compensation should a breach occur?
","","action",0,38,7
371,"NZTA\SDLT\Model\Question","2019-05-03 11:32:28","2019-05-03 11:30:57","Encryption Requirements","Have requirements for the encryption of the information that will be placed in the cloud service been determined?
","","action",0,39,7
372,"NZTA\SDLT\Model\Question","2019-05-03 11:32:28","2019-05-03 11:31:32","Approved Encryption","Does the cloud service use only approved encryption protocols and algorithms (as defined in the NZISM)?
","","action",0,40,7
373,"NZTA\SDLT\Model\Question","2019-05-03 11:32:28","2019-05-03 11:31:59","Key Management","Which party is responsible for managing the cryptographic keys?
","","action",0,41,7
374,"NZTA\SDLT\Model\Question","2019-05-03 11:32:57","2019-05-03 11:32:43","Key Management Plan","Does the party responsible for managing the cryptographic keys have a key management plan that meets the requirements defined in the NZISM?
","","action",0,42,7
375,"NZTA\SDLT\Model\Question","2019-05-03 11:33:30","2019-05-03 11:33:14","Physical Security","Do the service provider’s physical security controls meet the minimum requirements as defined in the New Zealand government’s security guidelines to protect the information stored in the cloud service?
","","action",0,43,7
376,"NZTA\SDLT\Model\Question","2019-05-03 11:34:08","2019-05-03 11:33:54","Backup","Does the data back-up or archiving service ensure that business requirements related to protection against data loss are met? (I.e. does the service support the business Recovery Point Objective?)
","","action",0,44,7
377,"NZTA\SDLT\Model\Question","2019-05-03 11:34:42","2019-05-03 11:34:27","Restoration Configuration","What level of granularity does the service provider offer for data restoration?
","","input",0,45,7
378,"NZTA\SDLT\Model\Question","2019-05-03 11:35:12","2019-05-03 11:34:55","Backup Strategy","Does the agency need to implement a data backup strategy to ensure that it can recover from an incident that leads to data loss or corruption?
","","action",0,46,7
379,"NZTA\SDLT\Model\Question","2019-05-03 11:35:46","2019-05-03 11:35:29","Public Records Act","Does the proposed data backup and archiving strategy support the agency in meeting its obligations under the Public Records Act and Official Information Act?
","","action",0,47,7
380,"NZTA\SDLT\Model\Question","2019-05-03 11:36:48","2019-05-03 11:36:13","Availability ","If the SLA include an expected and minimum availability performance percentage over a clearly defined period, are the agencys business requirements for availability met? (I.e. does the service support the business’s Recovery Time Objective and Acceptable Interruption Window?)""
","","action",0,48,7
381,"NZTA\SDLT\Model\Question","2019-05-03 11:37:21","2019-05-03 11:37:04","Outage Windows","If the SLA includes defined, scheduled outage windows, do the specified outage windows affect New Zealand business operations?
","","action",0,49,7
382,"NZTA\SDLT\Model\Question","2019-05-03 11:38:05","2019-05-03 11:37:47","Outage Compensation","If the SLA include a compensation clause for a breach of the guaranteed availability percentages, does this provide an adequate level of compensation should the service provider breach the SLA?
","","action",0,50,7
383,"NZTA\SDLT\Model\Question","2019-05-03 11:38:49","2019-05-03 11:38:21","Network Availability","Do the network services directly managed, or subscribed to by the agency provide an adequate level of availability?
","","action",0,51,7
384,"NZTA\SDLT\Model\Question","2019-05-03 11:39:30","2019-05-03 11:39:12","Network Redundancy","Do the network services directly managed, or subscribed to by the agency provide an adequate level of redundancy/fault tolerance?
","","action",0,52,7
385,"NZTA\SDLT\Model\Question","2019-05-03 11:40:04","2019-05-03 11:39:49","Network Bandwidth","Do the network services directly managed, or subscribed to by the agency provide an adequate level of bandwidth (network throughput)?
","","action",0,53,7
386,"NZTA\SDLT\Model\Question","2019-05-03 11:40:42","2019-05-03 11:40:25","Network Latency","Is the latency between the agency network(s) and the service provider’s service at levels acceptable to achieve the desired user experience?
","","action",0,54,7
387,"NZTA\SDLT\Model\Question","2019-05-03 11:41:22","2019-05-03 11:41:05","Network Latency - Agency","a. If no, is the latency occurring on the network services directly managed, or subscribed to by the agency?
","","action",0,55,7
388,"NZTA\SDLT\Model\Question","2019-05-03 11:41:54","2019-05-03 11:41:37","Network Latency Resolution","Can the issue be resolved either by the network service provider or the agency?
","","action",0,56,7
389,"NZTA\SDLT\Model\Question","2019-05-03 11:42:33","2019-05-03 11:42:18","Packet Loss","Is the packet loss between the agency network(s) and the service provider’s service at levels acceptable to achieve the desired user experience?
","","action",0,57,7
390,"NZTA\SDLT\Model\Question","2019-05-03 11:43:11","2019-05-03 11:42:54","Packet Loss Issue","If no, is the packet loss occurring on a network services directly managed, or subscribed to by the agency?","","action",0,58,7
391,"NZTA\SDLT\Model\Question","2019-05-03 11:43:43","2019-05-03 11:43:27","Packet Loss Resolution","Can the issue be resolved either by the network service provider or the agency?
","","action",0,59,7
392,"NZTA\SDLT\Model\Question","2019-05-03 11:44:21","2019-05-03 11:44:05","Business Continuity","Does the agency have its own business continuity and disaster recovery plan in place to ensure that it can recover from a service outage, the service provider going out of business or withdrawing the service?
","","action",0,60,7
393,"NZTA\SDLT\Model\Question","2019-05-03 11:44:52","2019-05-03 11:44:36","Data Backup Strategy","Does the agency require its own data backup strategy to ensure that it can recover from a service outage, the service provider going out of business or withdrawing the service?
","","action",0,61,7
394,"NZTA\SDLT\Model\Question","2019-05-03 11:45:24","2019-05-03 11:45:07","Backup Encryption","Are the backups (whether performed by the service provider or the agency) encrypted using an approved encryption algorithm and appropriate key length?
","","action",0,62,7
395,"NZTA\SDLT\Model\Question","2019-05-03 11:45:59","2019-05-03 11:45:42","Incident Response & Management","Does the service providers incident response and management procedures map to (or fit with) the agency internal policy and procedures; that does not hinder or delay the agency's ability to manage incidents in a timely and effective manner?
","","action",0,63,7
396,"NZTA\SDLT\Model\Question","2019-07-29 09:23:21","2019-05-10 14:09:49","Test Question","Test Question Header","","input",0,2,41
397,"NZTA\SDLT\Model\Question","2020-06-04 08:43:07","2019-05-13 08:19:59","DQR/ADC Endorsement","Has the design for this product going through DQR/ADC and received endorsement?","<p>Note: If you're still going through the DQR/ADC process, please click ""Yes"". You will need to ensure approval has been completed prior to completing the SDLT submission. The SDLT artifacts will need to reflect the final-design of the solution, so approval will need to be completed prior to having the SDLT submission approved.</p>","action",5,4,0
398,"NZTA\SDLT\Model\Question","2019-05-13 08:22:34","2019-05-13 08:22:34","Information","Certification and Accreditation Report","This product requires the completion of a Certification and Accreditation (C&A) Report. This report is to be completed by a member of the Security Architect group. This is the last  task that should be completed. The C&A report is a high-level, non-technical, overview of the product risks that is easy to understand for the business owner.

When you are ready for this to be completed, please email the Security Architects (security.architects@example.co.nz).
","action",0,0,42
399,"NZTA\SDLT\Model\Question","2019-05-13 08:23:31","2019-05-13 08:23:31","Completed Document","Please provide a link to the completed Certification and Accreditation Report","Please provide a link to the completed Certification and Accreditation (C&A) Report. Please store the C&A in the Agency's document management system and ensure the link is accessible to Cyber Security staff.","input",0,0,42
400,"NZTA\SDLT\Model\Question","2020-06-04 08:45:41","2019-05-13 08:24:16","Certification and Accreditation","This product will require a Certification and Accreditation (C&A) report.","","action",5,22,0
401,"NZTA\SDLT\Model\Question","2020-06-04 08:45:41","2019-05-13 08:25:29","Security Risk Assessment","A Security Risk Assessment is required for this delivery","<p>As you're doing a delivery of a new solution, or a major change to an existing solution, a Security Risk Assessment is required.</p><p>The Transport Agency uses a new Digital Security Risk Assessment (DSRA) methodology. If you're familiar with this approach and do not need the Tutorial please click 'Ok'. If you would like the Tutorial to give you some background information on how to use the DSRA please click the 'With Tutorial' button.</p>","action",5,21,0
402,"NZTA\SDLT\Model\Question","2019-05-13 08:27:51","2019-05-13 08:26:42","Cloud Usage","Is this product using any form of Cloud functionality or storage?","","action",0,8,0
403,"NZTA\SDLT\Model\Question","2019-06-10 11:34:17","2019-05-13 08:33:35","Cloud Migration","Is this an on-premises to cloud migration?","If we're migrating existing functionality from an on-premises solution to a cloud-based one, click 'Yes'. If it's staying with the same organisation providing the product, please still select 'Yes'","action",5,15,0
404,"NZTA\SDLT\Model\Question","2019-06-10 11:34:17","2019-05-13 08:34:15","Previous Cloud Usage","Has the Agency used this cloud product previously?","","action",5,16,0
405,"NZTA\SDLT\Model\Question","2019-06-10 11:34:17","2019-05-13 08:36:09","Information Storage","Will this product store data or information that belongs to the Transport Agency?","","action",5,6,0
